participant_id,first_name,last_name,gender,age,grade,region,district,school,language,family_type,round_1_score,passed_round_1,round_2_score,status
P01373,Екатерина,Волкова,F,17,11,Карагандинская область,Сельский район,Школа №2,ru,full,34.4,False,,eliminated
P01374,Тимур,Жумабеков,M,12,6,Жамбылская область, Западный район ,Школа №1,kk,single,24.8,False,,eliminated
P01375,Кирилл,Попов,M,17,11,Северо-Казахстанская область,Восточный район,Школа №2,ru,full,77.1,True,62.9,finalist
P01376,Владислав,Петров,M,14,9,г. Шымкент,Центральный район,Школа №1,ru,single,45.9,False,,eliminated
P01377,Камила,Маратов,F,12,6,г. Астана,Северный район,Школа №3,kk,single,39.0,False,,eliminated
P01378,Дана,Нурланов,F,13,7,Абайская область,Южный район,Школа №1,kk,full,70.6,True,65.8,finalist
P01379,Екатерина,Петрова,F,11,5,Абайская область,Восточный район,Школа №1,ru,full,45.9,False,,eliminated
P01380,Елена,Соколова,F,16,10,Абайская область,Заречный район,Школа №1,ru,full,82.4,True,65.9,finalist
P01381,Айдар,Абилов,M,18,11,Павлодарская область,Сельский район,Школа №2,kk,single,59.2,False,,eliminated
P01382,Елена,Соколова,F,15,9,Туркестанская область,Северный район,Школа №1,ru,full,47.7,False,,eliminated
P01383,Айдар,Сатпаев,M,15,10,Павлодарская область,Западный район,Школа №4,kk,full,87.4,True,58.8,finalist
P01384,Рамазан,Тулегенов,M,17,10,Восточно-Казахстанская область,Южный район,Школа №3,kk,full,45.9,False,,eliminated
P01385,Аяна,Сатпаев,F,16,10,Мангистауская область,Южный район,Школа №3,kk,single,60.1,False,,eliminated
P01386,Сауле,Нурланов,F,17,11,Кызылординская область,Восточный район,Школа №3,kk,single,53.5,False,,eliminated
P01387,Сауле,Касенов,F,16,9,Восточно-Казахстанская область,Центральный район,Школа №2,kk,full,74.5,True,64.7,finalist
P01388,София,Смирнова,F,15,10,Жамбылская область,Сельский район,Школа №1,ru,single,72.4,True,47.9,finalist
P01389,Томирис,Темирбеков,F,16,10,Западно-Казахстанская область,Западный район,Школа №2,kk,full,55.5,False,,eliminated
P01390,Иван,Морозов,M,12,6,Мангистауская область,Западный район,Школа №4,ru,single,37.7,False,,eliminated
P01391,Екатерина,Новикова,F,17,10,Атырауская область,Сельский район,Школа №2,ru,single,55.9,False,,eliminated
P01392,Елена,Кузнецова,F,15,9,Мангистауская область,Южный район,Школа №5,ru,full,44.8,False,,eliminated
P01393,Аян,Касенов,M,14,8,Актюбинская область,Центральный район,Школа №1,kk,full,85.2,True,45.9,finalist
P01394,Ерасыл,Нурланов,M,15,9,Кызылординская область,Северный район,Школа №5,kk,full,57.0,False,,eliminated
P01395,Анастасия,Новикова,F,17,11,Костанайская область,Южный район,Школа №4,ru,single,43.5,False,,eliminated
P01396,Томирис,Сатпаев,F,14,8,Кызылординская область,Заречный район,Школа №1,kk,single,51.8,False,,eliminated
P01397,Алихан,Сериков,M,14,8,Жетысуская область,Заречный район,Школа №1,kk,full,34.8,False,,eliminated
P01398,Дария,Тулегенов,F,10,4,Северо-Казахстанская область,Северный район,Школа №1,kk,full,40.4,False,,eliminated
P01399,Сабина,Абилов,F,16,10,Актюбинская область,Западный район,Школа №3,kk,single,67.0,True,75.6,finalist
P01400,Елена,Волкова,F,17,11,Алматинская область,Заречный район,Школа №2,ru,single,39.1,False,,eliminated
P01401,Нурлан,Сериков,M,13,8,Атырауская область,Сельский район,Школа №4,kk,full,39.3,False,,eliminated
P01402,Дарья,Лебедева,F,18,11,Акмолинская область,Южный район,Школа №3,ru,single,57.0,False,,eliminated
P01403,Алмат,Сериков,M,15,9,Восточно-Казахстанская область,Северный район,Школа №5,kk,full,72.8,True,60.6,finalist
P01404,Сабина,Маратов,F,14,8,Кызылординская область,Заречный район,Школа №4,kk,full,65.8,False,,eliminated
P01405,Алина,Жумабеков,F,17,11,Кызылординская область,Восточный район,Школа №2,kk,full,69.9,True,71.3,finalist
P01406,Бауыржан,Абилов,M,11,5,г. Алматы,Южный район,Школа №4,kk,full,43.6,False,,eliminated
P01407,Бауыржан,Алиев,M,9,4,Карагандинская область,Северный район,Школа №4,kk,full,33.7,False,,eliminated
P01408,Дамир,Сатпаев,M,13,7,Улытауская область,Центральный район,Школа №2,kk,single,71.5,True,68.7,finalist
P01409,Наргиз,Абилов,F,16,9,Туркестанская область,Северный район,Школа №4,kk,single,44.2,False,,eliminated
P01410,Михаил,Смирнов,M,15,9,Актюбинская область,Восточный район,Школа №1,ru,full,51.2,False,,eliminated
P01411,Бекжан,Жумабеков,M,17,11,Павлодарская область,Центральный район,Школа №1,kk,full,74.9,True,70.3,finalist
P01412,Мария,Новикова,F,15,8,г. Шымкент,Сельский район,Школа №2,ru,single,57.3,False,,eliminated
P01413,Дарья,Кузнецова,F,13,8,г. Шымкент,Западный район,Школа №1,ru,full,61.8,False,,eliminated
P01414,Дарья,Иванова,F,15,9,Кызылординская область,Южный район,Школа №4,ru,full,87.5,True,69.0,finalist
P01415,Дария,Абилов,F,17,10,Улытауская область,Восточный район,Школа №5,kk,full,45.3,False,,eliminated
P01416,Динара,Сериков,F,15,9,Туркестанская область,Южный район,Школа №5,kk,full,68.9,True,56.8,finalist
P01417,София,Морозова,F,18,11,Жетысуская область,Южный район,Школа №3,ru,full,55.9,False,,eliminated
P01418,Динара,Тулегенов,F,15,9,Павлодарская область,Южный район,Школа №4,kk,single,53.0,False,,eliminated
P01419,Дария,Бекенов,F,12,6,Кызылординская область,Заречный район,Школа №3,kk,full,77.9,True,70.9,finalist
P01420,Дмитрий,Кузнецов,M,12,6,Жамбылская область,Западный район,Школа №3,ru,full,62.6,False,,eliminated
P01421,Никита,Новиков,M,10,5,г. Алматы,Южный район,Школа №5,ru,single,57.1,False,,eliminated
P01422,Анастасия,Петрова,F,15,8,Жамбылская область,Сельский район,Школа №4,ru,full,71.1,True,55.1,finalist
P01423,Бауыржан,Жумабеков,M,15,9,Акмолинская область,Восточный район,Школа №4,kk,full,49.5,False,,eliminated
P01424,Алмат,Кадыров,M,12,5,Акмолинская область,Центральный район,Школа №3,kk,full,42.4,False,,eliminated
P01425,Мария,Кузнецова,F,12,5,Акмолинская область,Заречный район,Школа №1,ru,single,33.3,False,,eliminated
P01426,Бекжан,Сатпаев,M,14,8,г. Шымкент,Западный район,Школа №5,kk,full,25.5,False,,eliminated
P01427,Гульнара,Алиев,F,16,11,Мангистауская область,Северный район,Школа №1,kk,full,85.8,True,55.2,finalist
P01428,Ольга,Петрова,F,14,7,Алматинская область,Северный район,Школа №2,ru,full,38.5,False,,eliminated
P01429,Алмат,Темирбеков,M,17,11,Жетысуская область,Заречный район,Школа №5,kk,full,51.7,False,,eliminated
P01430,Кирилл,Новиков,M,16,10,Северо-Казахстанская область,Северный район,Школа №4,ru,full,50.8,False,,eliminated
P01431,Наргиз,Нурланов,F,15,9,Улытауская область,Южный район,Школа №4,kk,single,53.6,False,,eliminated
P01432,Алина,Сатпаев,F,12,6,Мангистауская область,Северный район,Школа №2,kk,full,67.2,True,33.6,finalist
P01433,Бекжан,Нурланов,M,12,7,г. Шымкент,Восточный район,Школа №5,kk,full,67.9,True,47.2,finalist
P01434,Жансая,Кадыров,F,16,11,Мангистауская область,Центральный район,Школа №4,kk,full,46.3,False,,eliminated
P01435,Дамир,Абилов,M,16,9,Восточно-Казахстанская область,Северный район,Школа №5,kk,full,52.5,False,,eliminated
P01436,Жаныбек,Кадыров,M,12,5,Акмолинская область,Сельский район,Школа №2,kk,full,59.2,False,,eliminated
P01437,Максим,Смирнов,M,17,11,Карагандинская область,Северный район,Школа №3,ru,full,51.3,False,,eliminated
P01438,Бекжан,Сериков,M,13,7,г. Шымкент,Центральный район,Школа №2,kk,single,73.1,True,61.6,finalist
P01439,Балжан,Сатпаев,F,16,10,Актюбинская область,Центральный район,Школа №3,kk,full,62.4,False,,eliminated
P01440,Жансая,Маратов,F,12,7,Восточно-Казахстанская область,Северный район,Школа №2,kk,full,66.0,True,71.3,finalist
P01441,Адильхан,Тулегенов,M,10,4,Улытауская область,Центральный район,Школа №2,kk,single,58.9,False,,eliminated
P01442,Ержан,Сатпаев,M,16,10,Западно-Казахстанская область,Восточный район,Школа №2,kk,full,72.6,True,63.5,finalist
P01443,Камила,Алиев,F,15,9,Абайская область,Южный район,Школа №4,kk,full,57.7,False,,eliminated
P01444,Ольга,Морозова,F,17,10,Кызылординская область,Сельский район,Школа №4,ru,single,29.5,False,,eliminated
P01445,Артём,Иванов,M,15,10,Жамбылская область,Центральный район,Школа №3,ru,full,61.0,False,,eliminated
P01446,Ержан,Темирбеков,M,12,6,Костанайская область,Восточный район,Школа №1,kk,full,45.2,False,,eliminated
P01447,Дарья,Соколова,F,17,11,Мангистауская область,Северный район,Школа №2,ru,full,47.1,False,,eliminated
P01448,Бауыржан,Абилов,M,16,11,Атырауская область,Восточный район,Школа №2,kk,full,63.8,False,,eliminated
P01449,Жаныбек,Касенов,M,17,10,Павлодарская область,Центральный район,Школа №3,kk,full,73.6,True,38.0,finalist
P01450,Ольга,Петрова,F,11,6,Кызылординская область,Южный район,Школа №5,ru,full,55.3,False,,eliminated
P01451,Айгерим,Тулегенов,F,14,8,Жамбылская область,Заречный район,Школа №1,kk,single,53.6,False,,eliminated
P01452,Данияр,Кадыров,M,17,11,Акмолинская область,Сельский район,Школа №1,kk,full,80.5,True,76.6,finalist
P01453,Полина,Волкова,F,17,11,Улытауская область,Центральный район,Школа №2,ru,full,58.6,False,,eliminated
P01454,Елена,Смирнова,F,15,9,Атырауская область,Сельский район,Школа №1,ru,full,94.0,True,57.6,finalist
P01455,Арман,Бекенов,M,15,8,Павлодарская область,Западный район,Школа №2,kk,full,63.5,False,,eliminated
P01456,Алина,Алиев,F,12,6,Акмолинская область,Южный район,Школа №1,kk,single,22.6,False,,eliminated
P01457,Меруерт,Кадыров,F,17,11,г. Шымкент,Заречный район,Школа №4,kk,full,66.3,True,50.8,finalist
P01458,Ксения,Попова,F,15,9,Улытауская область,Северный район,Школа №5,ru,single,54.7,False,,eliminated
P01459,Айгерим,Нурланов,F,13,7,Туркестанская область,Южный район,Школа №5,kk,full,74.3,True,56.6,finalist
P01460,Елена,Петрова,F,17,11,Атырауская область,Западный район,Школа №2,ru,full,65.1,False,,eliminated
P01461,Темирлан,Тулегенов,M,15,9,Кызылординская область,Восточный район,Школа №4,kk,full,52.9,False,,eliminated
P01462,Алихан,Кадыров,M,12,6,Акмолинская область,Восточный район,Школа №4,kk,single,30.6,False,,eliminated
P01463,Данияр,Бекенов,M,15,9,Туркестанская область,Восточный район,Школа №4,kk,full,51.9,False,,eliminated
P01464,Аян,Кадыров,M,15,10,Восточно-Казахстанская область,Западный район,Школа №4,kk,full,42.2,False,,eliminated
P01465,Сауле,Нурланов,F,16,11,Туркестанская область,Центральный район,Школа №2,kk,full,46.3,False,,eliminated
P01466,Ержан,Касенов,M,12,6,Кызылординская область,Заречный район,Школа №1,kk,full,63.8,False,,eliminated
P01467,Айдар,Сатпаев,M,17,11,Абайская область,Сельский район,Школа №2,kk,full,80.0,True,54.8,finalist
P01468,Сабина,Сериков,F,15,9,г. Шымкент,Южный район,Школа №4,kk,full,60.9,False,,eliminated
P01469,Наргиз,Сатпаев,F,16,10,Жетысуская область,Заречный район,Школа №4,kk,full,37.1,False,,eliminated
P01470,Сабина,Жумабеков,F,14,8,Карагандинская область,Заречный район,Школа №4,kk,single,55.7,False,,eliminated
P01471,Екатерина,Кузнецова,F,12,5,Северо-Казахстанская область,Северный район,Школа №1,ru,single,66.9,True,65.5,finalist
P01472,Артём,Смирнов,M,15,9,Актюбинская область,Южный район,Школа №3,ru,full,45.9,False,,eliminated
P01473,Темирлан,Маратов,M,16,11,г. Астана,Южный район,Школа №2,kk,full,53.0,False,,eliminated
P01474,Айдар,Темирбеков,M,14,8,Западно-Казахстанская область,Восточный район,Школа №4,kk,single,49.2,False,,eliminated
P01475,Динара,Маратов,F,17,11,Павлодарская область,Заречный район,Школа №5,kk,full,43.2,False,,eliminated
P01476,Мария,Петрова,F,14,7,Туркестанская область,Южный район,Школа №2,ru,full,64.7,False,,eliminated
P01477,Аян,Нурланов,M,17,10,Акмолинская область, Сельский район ,Школа №3,kk,full,53.2,False,,eliminated
P01478,Санжар,Бекенов,M,13,7,Жамбылская область,Северный район,Школа №5,kk,single,55.3,False,,eliminated
P01479,Эльмира,Бекенов,F,15,8,Павлодарская область,Сельский район,Школа №1,kk,full,41.7,False,,eliminated
P01480,Анастасия,Соколова,F,14,8,Костанайская область,Центральный район,Школа №1,ru,single,42.4,False,,eliminated
P01481,Гульнара,Кадыров,F,16,11,г. Астана,Северный район,Школа №3,kk,single,59.8,False,,eliminated
P01482,Камила,Жумабеков,F,17,11,Абайская область,Западный район,Школа №2,kk,full,49.4,False,,eliminated
P01483,Алихан,Жумабеков,M,10,4,г. Алматы,Сельский район,Школа №4,kk,single,74.9,True,54.4,finalist
P01484,Томирис,Бекенов,F,16,10,г. Алматы,Заречный район,Школа №1,kk,full,49.0,False,,eliminated
P01485,Бауыржан,Темирбеков,M,16,11,Павлодарская область,Центральный район,Школа №2,kk,full,58.4,False,,eliminated
P01486,Дарья,Соколова,F,12,6,Западно-Казахстанская область,Восточный район,Школа №4,ru,full,69.0,True,95.0,finalist
P01487,Сауле,Маратов,F,16,11,г. Алматы,Заречный район,Школа №2,kk,single,27.7,False,,eliminated
P01488,Дмитрий,Смирнов,M,16,9,Алматинская область,Сельский район,Школа №1,ru,full,28.6,False,,eliminated
P01489,Дмитрий,Петров,M,14,8,Кызылординская область,Сельский район,Школа №2,ru,full,32.1,False,,eliminated
P01490,Шынгыс,Сериков,M,16,9,Актюбинская область,Северный район,Школа №2,kk,full,73.9,True,80.9,finalist
P01491,Ксения,Иванова,F,12,5,Костанайская область,Сельский район,Школа №4,ru,single,40.7,False,,eliminated
P01492,Шынгыс,Касенов,M,17,11,Туркестанская область,Сельский район,Школа №1,kk,single,87.4,True,54.1,finalist
P01493,Полина,Новикова,F,16,11,Мангистауская область,Южный район,Школа №2,ru,full,46.5,False,,eliminated
P01494,Ержан,Касенов,M,17,11,Костанайская область,Восточный район,Школа №1,kk,full,57.8,False,,eliminated
P01495,Сауле,Сериков,F,17,11,г. Астана,Северный район,Школа №5,kk,full,78.1,True,52.7,finalist
P01496,Ксения,Кузнецова,F,9,4,Карагандинская область,Западный район,Школа №3,ru,full,85.1,True,69.6,finalist
P01497,Артём,Соколов,M,18,11,Мангистауская область,Северный район,Школа №4,ru,full,85.9,True,77.0,finalist
P01498,Мария,Иванова,F,18,11,Абайская область,Южный район,Школа №1,ru,full,73.1,True,79.2,finalist
P01499,Алтынай,Жумабеков,F,16,9,Костанайская область,Южный район,Школа №2,kk,single,64.4,False,,eliminated
P01500,Темирлан,Тулегенов,M,18,11,Актюбинская область,Сельский район,Школа №5,kk,full,63.9,False,,eliminated
P01501,Камила,Темирбеков,F,12,7,Карагандинская область,Восточный район,Школа №3,kk,full,66.7,True,79.7,finalist
P01502,Александр,Петров,M,13,8,Туркестанская область,Центральный район,Школа №3,ru,full,46.7,False,,eliminated
P01503,Гульнара,Сериков,F,15,10,Костанайская область,Северный район,Школа №5,kk,full,42.7,False,,eliminated
P01504,Арман,Алиев,M,16,10,Улытауская область,Северный район,Школа №1,kk,full,54.9,False,,eliminated
P01505,Ольга,Морозова,F,15,9,Жетысуская область,Центральный район,Школа №5,ru,single,46.4,False,,eliminated
P01506,Тимур,Нурланов,M,15,10,г. Астана,Южный район,Школа №5,kk,single,42.2,False,,eliminated
P01507,Адильхан,Сериков,M,17,10,Мангистауская область,Западный район,Школа №3,kk,full,65.4,False,,eliminated
P01508,Гульнара,Алиев,F,16,10,Акмолинская область,Северный район,Школа №1,kk,full,69.3,True,70.9,finalist
P01509,Никита,Иванов,M,14,8,Жамбылская область,Заречный район,Школа №1,ru,full,56.3,False,,eliminated
P01510,Андрей,Попов,M,16,10,Костанайская область,Восточный район,Школа №5,ru,full,77.2,True,82.1,finalist
P01511,Камила,Кадыров,F,14,8,Жамбылская область,Сельский район,Школа №2,kk,full,37.9,False,,eliminated
P01512,Аян,Темирбеков,M,11,6,Акмолинская область,Заречный район,Школа №3,kk,single,46.1,False,,eliminated
P01513,Нурлан,Темирбеков,M,15,9,Туркестанская область,Сельский район,Школа №1,kk,full,44.2,False,,eliminated
P01514,Дамир,Абилов,M,14,8,Мангистауская область,Южный район,Школа №2,kk,full,27.0,False,,eliminated
P01515,Бекжан,Тулегенов,M,13,7,Улытауская область,Заречный район,Школа №1,kk,full,53.8,False,,eliminated
P01516,Сабина,Жумабеков,F,13,7,Мангистауская область,Центральный район,Школа №1,kk,full,53.2,False,,eliminated
P01517,Михаил,Волков,M,16,9,г. Астана,Сельский район,Школа №2,ru,full,77.7,True,85.3,finalist
P01518,Сауле,Нурланов,F,12,6,г. Астана, Южный район ,Школа №2,kk,single,58.5,False,,eliminated
P01519,Дмитрий,Волков,M,15,9,Жамбылская область,Заречный район,Школа №5,ru,full,39.6,False,,eliminated
P01520,Бекжан,Кадыров,M,17,10,Акмолинская область,Сельский район,Школа №4,kk,full,82.8,True,69.1,finalist
P01521,Александр,Петров,M,13,8,Алматинская область,Западный район,Школа №2,ru,full,73.3,True,60.8,finalist
P01522,Андрей,Петров,M,16,10,г. Алматы,Восточный район,Школа №2,ru,full,63.7,False,,eliminated
P01523,Тимур,Нурланов,M,16,11,Алматинская область,Южный район,Школа №4,kk,full,51.6,False,,eliminated
P01524,Дамир,Сатпаев,M,10,4,г. Алматы,Заречный район,Школа №2,kk,full,40.6,False,,eliminated
P01525,Анастасия,Новикова,F,12,5,Жамбылская область,Сельский район,Школа №3,ru,full,49.4,False,,eliminated
P01526,Малика,Маратов,F,15,10,Кызылординская область,Южный район,Школа №5,kk,single,65.3,False,,eliminated
P01527,Дана,Бекенов,F,16,10,Восточно-Казахстанская область,Сельский район,Школа №1,kk,single,77.3,True,60.9,finalist
P01528,Айдар,Касенов,M,11,5,Северо-Казахстанская область,Северный район,Школа №1,kk,full,78.1,True,64.5,finalist
P01529,Мария,Смирнова,F,14,8,Актюбинская область,Сельский район,Школа №4,ru,full,47.7,False,,eliminated
P01530,Мария,Петрова,F,11,6,Актюбинская область,Сельский район,Школа №1,ru,full,38.2,False,,eliminated
P01531,Сабина,Маратов,F,18,11,г. Алматы,Заречный район,Школа №5,kk,single,51.1,False,,eliminated
P01532,Эльмира,Тулегенов,F,12,6,г. Астана,Северный район,Школа №4,kk,full,28.5,False,,eliminated
P01533,Адильхан,Бекенов,M,13,8,Мангистауская область,Южный район,Школа №5,kk,single,53.8,False,,eliminated
P01534,Александр,Кузнецов,M,15,8,г. Алматы,Сельский район,Школа №4,ru,single,46.8,False,,eliminated
P01535,Аяна,Тулегенов,F,16,9,Жетысуская область,Сельский район,Школа №1,kk,full,48.0,False,,eliminated
P01536,Алихан,Кадыров,M,13,7,Улытауская область,Западный район,Школа №3,kk,single,25.1,False,,eliminated
P01537,Бауыржан,Алиев,M,12,6,Жетысуская область,Заречный район,Школа №5,kk,full,62.7,False,,eliminated
P01538,Динара,Абилов,F,9,4,Восточно-Казахстанская область,Заречный район,Школа №3,kk,single,41.0,False,,eliminated
P01539,Анастасия,Петрова,F,11,5,Костанайская область,Северный район,Школа №5,ru,full,37.5,False,,eliminated
P01540,Сауле,Касенов,F,10,4,Кызылординская область,Центральный район,Школа №5,kk,single,5.9,False,,eliminated
P01541,Михаил,Соколов,M,17,10,Карагандинская область,Южный район,Школа №5,ru,full,54.6,False,,eliminated
P01542,Сабина,Сериков,F,14,9,Атырауская область,Северный район,Школа №3,kk,full,81.6,True,32.9,finalist
P01543,Олжас,Темирбеков,M,17,11,Акмолинская область,Западный район,Школа №3,kk,full,79.9,True,44.0,finalist
P01544,Санжар,Жумабеков,M,11,5,Улытауская область,Северный район,Школа №5,kk,full,48.1,False,,eliminated
P01545,Ерасыл,Кадыров,M,16,10,Акмолинская область,Южный район,Школа №2,kk,single,40.0,False,,eliminated
P01546,Наргиз,Темирбеков,F,17,10,Павлодарская область,Северный район,Школа №5,kk,full,62.0,False,,eliminated
P01547,Никита,Морозов,M,15,10,Восточно-Казахстанская область,Северный район,Школа №3,ru,single,34.0,False,,eliminated
P01548,Темирлан,Тулегенов,M,17,11,Абайская область,Южный район,Школа №3,kk,full,59.5,False,,eliminated
P01549,Владислав,Морозов,M,14,9,Жамбылская область,Восточный район,Школа №2,ru,full,66.5,True,69.7,finalist
P01550,Артём,Лебедев,M,15,9,г. Шымкент,Заречный район,Школа №2,ru,full,73.4,True,72.0,finalist
P01551,Нурлан,Маратов,M,13,8,Атырауская область,Южный район,Школа №5,kk,full,53.5,False,,eliminated
P01552,Айдана,Нурланов,F,17,11,Карагандинская область,Заречный район,Школа №3,kk,single,45.9,False,,eliminated
P01553,Камила,Бекенов,F,12,7,Кызылординская область,Южный район,Школа №2,kk,full,41.8,False,,eliminated
P01554,Дамир,Жумабеков,M,14,9,Улытауская область,Западный район,Школа №5,kk,single,36.6,False,,eliminated
P01555,Сауле,Маратов,F,13,7,Улытауская область,Западный район,Школа №3,kk,full,51.6,False,,eliminated
P01556,Динара,Темирбеков,F,13,7,Карагандинская область,Заречный район,Школа №3,kk,full,60.5,False,,eliminated
P01557,Сабина,Жумабеков,F,14,8,г. Астана,Южный район,Школа №1,kk,single,62.7,False,,eliminated
P01558,Эльмира,Абилов,F,16,9,Улытауская область,Восточный район,Школа №1,kk,single,37.0,False,,eliminated
P01559,Бауыржан,Абилов,M,16,11,Жамбылская область,Северный район,Школа №3,kk,single,71.4,True,73.2,finalist
P01560,Анна,Волкова,F,16,11,Улытауская область,Восточный район,Школа №3,ru,full,50.9,False,,eliminated
P01561,Сауле,Маратов,F,11,6,Улытауская область, Центральный район ,Школа №2,kk,single,48.7,False,,eliminated
P01562,Нурлан,Сериков,M,17,11,г. Алматы,Северный район,Школа №5,kk,full,43.8,False,,eliminated
P01563,Рамазан,Жумабеков,M,17,11,Карагандинская область,Сельский район,Школа №1,kk,single,12.6,False,,eliminated
P01564,Мария,Попова,F,12,5,г. Шымкент,Сельский район,Школа №1,ru,full,68.3,True,82.7,finalist
P01565,Тимур,Жумабеков,M,14,8,Алматинская область,Западный район,Школа №2,kk,full,66.1,True,64.7,finalist
P01566,Нурлан,Бекенов,M,16,9,Восточно-Казахстанская область,Сельский район,Школа №2,kk,full,50.8,False,,eliminated
P01567,Ерасыл,Нурланов,M,16,10,Актюбинская область,Центральный район,Школа №1,kk,full,56.0,False,,eliminated
P01568,Анастасия,Попова,F,14,8,Абайская область,Сельский район,Школа №2,ru,full,62.7,False,,eliminated
P01569,Полина,Петрова,F,17,11,Алматинская область,Заречный район,Школа №1,ru,single,25.6,False,,eliminated
P01570,Иван,Лебедев,M,14,8,Мангистауская область,Западный район,Школа №1,ru,full,47.1,False,,eliminated
P01571,Аяна,Бекенов,F,15,9,Западно-Казахстанская область,Южный район,Школа №4,kk,full,66.9,True,63.4,finalist
P01572,Рамазан,Нурланов,M,13,6,г. Алматы,Заречный район,Школа №5,kk,single,30.2,False,,eliminated
P01573,Андрей,Кузнецов,M,17,11,Карагандинская область, Западный район ,Школа №5,ru,full,59.4,False,,eliminated
P01574,Михаил,Морозов,M,16,9,Атырауская область,Восточный район,Школа №2,ru,single,28.7,False,,eliminated
P01575,Максим,Иванов,M,18,11,г. Шымкент,Сельский район,Школа №3,ru,single,56.0,False,,eliminated
P01576,Аяна,Темирбеков,F,15,8,Северо-Казахстанская область,Южный район,Школа №2,kk,single,48.5,False,,eliminated
P01577,Эльмира,Сатпаев,F,17,10,Мангистауская область,Сельский район,Школа №3,kk,single,24.8,False,,eliminated
P01578,Ольга,Петрова,F,16,9,Улытауская область,Южный район,Школа №3,ru,full,72.5,True,52.9,finalist
P01579,Адильхан,Тулегенов,M,17,11,Карагандинская область,Западный район,Школа №2,kk,full,44.0,False,,eliminated
P01580,Екатерина,Соколова,F,14,9,Атырауская область,Сельский район,Школа №4,ru,full,42.8,False,,eliminated
P01581,Ольга,Смирнова,F,16,11,Мангистауская область,Заречный район,Школа №4,ru,full,58.0,False,,eliminated
P01582,Темирлан,Маратов,M,16,9,Жетысуская область,Западный район,Школа №3,kk,single,66.2,True,67.9,finalist
P01583,Полина,Смирнова,F,16,10,г. Алматы, Сельский район ,Школа №3,ru,single,33.8,False,,eliminated
P01584,Аружан,Маратов,F,15,9,г. Астана,Западный район,Школа №1,kk,full,55.9,False,,eliminated
P01585,Аружан,Нурланов,F,15,9,Западно-Казахстанская область,Центральный район,Школа №4,kk,full,61.4,False,,eliminated
P01586,Александр,Морозов,M,17,10,Туркестанская область,Сельский район,Школа №2,ru,full,65.4,False,,eliminated
P01587,Андрей,Соколов,M,13,6,Жамбылская область,Сельский район,Школа №5,ru,single,51.6,False,,eliminated
P01588,Айдар,Темирбеков,M,11,4,Восточно-Казахстанская область,Восточный район,Школа №1,kk,full,49.5,False,,eliminated
P01589,Андрей,Иванов,M,14,9,Алматинская область,Сельский район,Школа №4,ru,full,42.6,False,,eliminated
P01590,Адильхан,Темирбеков,M,14,9,Актюбинская область,Восточный район,Школа №5,kk,full,56.3,False,,eliminated
P01591,Ксения,Иванова,F,13,6,Северо-Казахстанская область,Восточный район,Школа №5,ru,single,32.9,False,,eliminated
P01592,Айдана,Маратов,F,10,4,Кызылординская область,Северный район,Школа №3,kk,full,11.2,False,,eliminated
P01593,Айдана,Маратов,F,16,9,Северо-Казахстанская область,Северный район,Школа №4,kk,full,61.5,False,,eliminated
P01594,Максим,Новиков,M,17,10,Мангистауская область,Центральный район,Школа №5,ru,full,68.6,True,57.5,finalist
P01595,Сабина,Касенов,F,12,6,г. Алматы,Южный район,Школа №2,kk,full,19.6,False,,eliminated
P01596,Ксения,Попова,F,12,5,Восточно-Казахстанская область,Северный район,Школа №4,ru,single,33.9,False,,eliminated
P01597,Аян,Касенов,M,14,8,Алматинская область,Центральный район,Школа №1,kk,single,58.3,False,,eliminated
P01598,Ерасыл,Алиев,M,14,8,Северо-Казахстанская область,Восточный район,Школа №3,kk,full,85.9,True,57.7,finalist
P01599,Дмитрий,Соколов,M,17,11,Западно-Казахстанская область,Западный район,Школа №2,ru,full,55.3,False,,eliminated
P01600,Айдана,Сериков,F,13,7,Павлодарская область,Южный район,Школа №1,kk,full,44.1,False,,eliminated
P01601,Сауле,Сериков,F,15,9,Атырауская область,Восточный район,Школа №4,kk,single,46.3,False,,eliminated
P01602,Андрей,Новиков,M,15,9,г. Астана,Западный район,Школа №1,ru,full,75.6,True,65.7,finalist
P01603,Сауле,Кадыров,F,14,8,Туркестанская область,Сельский район,Школа №5,kk,single,39.3,False,,eliminated
P01604,Владислав,Петров,M,14,8,Улытауская область,Северный район,Школа №3,ru,full,43.0,False,,eliminated
P01605,Анастасия,Новикова,F,13,8,г. Астана,Западный район,Школа №4,ru,full,47.8,False,,eliminated
P01606,Наргиз,Бекенов,F,16,11,Мангистауская область,Западный район,Школа №2,kk,full,40.7,False,,eliminated
P01607,Алихан,Касенов,M,13,7,Восточно-Казахстанская область,Северный район,Школа №3,kk,full,56.8,False,,eliminated
P01608,Иван,Иванов,M,16,10,Костанайская область,Западный район,Школа №1,ru,full,79.4,True,67.3,finalist
P01609,Аяна,Сериков,F,18,11,г. Астана,Северный район,Школа №4,kk,single,53.8,False,,eliminated
P01610,Дана,Бекенов,F,15,10,Павлодарская область,Западный район,Школа №3,kk,single,45.2,False,,eliminated
P01611,Иван,Иванов,M,15,8,г. Шымкент,Заречный район,Школа №5,ru,single,44.6,False,,eliminated
P01612,Артём,Соколов,M,14,9,г. Шымкент,Южный район,Школа №5,ru,full,31.6,False,,eliminated
